186.53.152.158,8/18/2016
176.5.4.153,10/9/2015
62.219.225.106,10/1/2015
75.45.161.211,7/28/2016
90.183.68.8,1/16/2016
174.114.1.234,10/19/2015
243.29.172.228,1/24/2016
21.251.218.161,8/9/2016
0.158.227.46,5/23/2016
66.252.1.212,10/11/2015
101.208.123.183,5/7/2016
26.217.12.147,8/17/2016
211.32.116.218,9/11/2016
186.187.199.98,11/1/2015
211.134.195.24,5/24/2016
151.73.238.19,12/23/2015
164.97.162.98,10/12/2015
134.131.35.172,5/12/2016
246.150.239.241,2/24/2016
124.124.108.64,11/21/2015
142.121.170.43,5/16/2016
100.228.12.63,2/25/2016
48.188.93.153,12/23/2015
132.5.17.207,9/10/2016
165.242.197.8,9/5/2016
50.111.170.19,10/27/2015
45.165.78.93,11/16/2015
153.112.113.172,7/1/2016
44.229.4.157,8/16/2016
76.201.152.132,8/6/2016
47.10.85.36,10/5/2015
124.57.18.51,8/19/2016
92.188.39.157,10/28/2015
23.238.193.143,8/25/2016
2.95.240.142,11/6/2015
156.79.235.40,9/13/2016
122.170.51.168,2/26/2016
165.230.0.241,6/28/2016
176.141.168.88,5/14/2016
201.245.121.44,11/20/2015
42.236.80.130,11/10/2015
226.70.187.223,10/12/2015
171.0.186.61,3/13/2016
76.48.218.21,8/22/2016
70.232.79.115,11/24/2015
52.168.74.18,11/28/2015
142.35.113.140,2/9/2016
187.231.143.87,2/7/2016
218.212.50.204,6/30/2016
126.184.21.46,8/22/2016
61.170.223.99,1/26/2016
80.78.28.57,6/1/2016
85.131.188.108,2/10/2016
142.251.21.229,4/26/2016
94.141.3.80,2/15/2016
195.82.22.149,4/19/2016
252.126.68.130,10/7/2015
68.33.70.67,12/22/2015
126.107.166.39,12/30/2015
139.123.252.205,9/17/2015
79.77.129.219,6/8/2016
207.120.101.85,7/28/2016
23.102.90.122,1/21/2016
23.247.159.177,7/17/2016
19.22.170.54,3/17/2016
26.17.85.221,2/1/2016
239.122.148.33,6/2/2016
